sentence,entity,generated text
The results showed the advantages of our method .,"[('method', 'Generic')]"," method(Generic), "
Many practical modeling problems involve discrete data that are best represented as draws from multinomial or categorical distributions .,"[('modeling problems', 'Task'), ('discrete data', 'Material'), ('multinomial or categorical distributions', 'Method')]"," modeling problems(Task), "
"For example , nucleotides in a DNA sequence , children 's names in a given state and year , and text documents are all commonly modeled with multinomial distributions .","[('nucleotides in a DNA sequence', 'Material'), ('text documents', 'Material'), ('multinomial distributions', 'Method')]"," parametric model(Method), multinomial-metric model(Method), unsupervised sequential and multi"
"In all of these cases , we expect some form of dependency between the draws : the nucleotide at one position in the DNA strand may depend on the preceding nucleotides , children 's names are highly correlated from year to year , and topics in text may be correlated and dynamic .","[('nucleotide', 'OtherScientificTerm'), ('DNA strand', 'OtherScientificTerm'), ('preceding nucleotides', 'OtherScientificTerm')]", correlation
These dependencies are not naturally captured by the typical Dirichlet-multinomial formulation .,"[('Dirichlet-multinomial formulation', 'Method')]"," dependency relation(OtherScientificTerm), "
"Here , we leverage a logistic stick-breaking representation and recent innovations in Pólya-gamma augmentation to reformu-late the multinomial distribution in terms of latent variables with jointly Gaussian likelihoods , enabling us to take advantage of a host of Bayesian inference techniques for Gaussian models with minimal overhead .","[('logistic stick-breaking representation', 'Method'), ('Pólya-gamma augmentation', 'Task'), ('multinomial distribution', 'Method'), ('latent variables', 'OtherScientificTerm'), ('jointly Gaussian likelihoods', 'OtherScientificTerm'), ('Bayesian inference techniques', 'Method'), ('Gaussian models', 'Method'), ('minimal overhead', 'OtherScientificTerm')]", graph
"MINPRAN , a new robust operator , nds good ts in data sets where more than 50 % of the points are outliers .","[('MINPRAN', 'Method'), ('robust operator', 'Method')]"," MINPATH(Method), "
"Unlike other techniques that handle large outlier percentages , MINPRAN does not rely on a known error bound for the good data .","[('techniques', 'Generic'), ('large outlier percentages', 'Metric'), ('MINPRAN', 'Method'), ('error bound', 'OtherScientificTerm')]"," Error bound(OtherScientificTerm), small-sample-size(OtherScientificTerm), OR(Method), "
Instead it assumes that the bad data are randomly -LRB- uniformly -RRB- distributed within the dynamic range of the sensor .,"[('it', 'Generic'), ('dynamic range of the sensor', 'OtherScientificTerm')]"," data(Material), localized tensor space(OtherScientificTerm), "
"Based on this , MINPRAN uses random sampling to search for the t and the number of inliers to the t that are least likely to have occurred randomly .","[('MINPRAN', 'Method'), ('random sampling', 'Method')]"," MINPATH finds the correct description and label it from {[Task], [Method], [Material], [Matric"
"It runs in time O -LRB- N 2 + SN log N -RRB- , where S is the number of random samples and N is the number of data points .","[('It', 'Generic')]"," It(Generic), 2D/3D image segmentation(Task), "
"We demonstrate analytically that MINPRAN distinguishes good ts from ts to random data , and that MINPRAN nds accurate ts and nearly the correct number of inliers , regardless of the percentage of true inliers .","[('MINPRAN', 'Method'), ('MINPRAN', 'Method'), ('percentage of true inliers', 'Metric')]"," analytically MINPATH(Method), "
MINPRAN 's properties are connrmed experimentally on synthetic data and compare favorably to least median of squares .,"[('MINPRAN', 'Method'), ('synthetic data', 'Material'), ('least median of squares', 'Method')]"," MINPATH(Method), "
Related work applies MINPRAN to complex range and intensity data 23 -RSB- .,"[('MINPRAN', 'Method'), ('complex range', 'OtherScientificTerm'), ('intensity data', 'Material')]"," accuracy(Metric), additive(OtherScientificTerm), error rate(Metric), "
Metagrammatical formalisms that combine context-free phrase structure rules and metarules -LRB- MPS grammars -RRB- allow concise statement of generalizations about the syntax of natural languages .,"[('Metagrammatical formalisms', 'Method'), ('context-free phrase structure rules', 'OtherScientificTerm'), ('metarules -LRB- MPS grammars -RRB-', 'OtherScientificTerm'), ('syntax of natural languages', 'OtherScientificTerm')]","Metagrammatical formalisms(Method), grammar(Method), crossed-"
"Unconstrained MPS grammars , unfortunately , are not computationally safe .","[('Unconstrained MPS grammars', 'Method')]"," MPS grammars(Method), "
"We evaluate several proposals for constraining them , basing our assessment on computational tractability and explanatory adequacy .","[('them', 'Generic'), ('computational tractability and explanatory adequacy', 'Metric')]"," constraining(OtherScientificTerm), computational complexity(Metric), "
"We show that none of them satisfies both criteria , and suggest new directions for research on alternative metagrammatical formalisms .","[('them', 'Generic'), ('criteria', 'Generic'), ('metagrammatical formalisms', 'Method')]"," they(Generic), "
"The unique properties of tree-adjoining grammars -LRB- TAG -RRB- present a challenge for the application of TAGs beyond the limited confines of syntax , for instance , to the task of semantic interpretation or automatic translation of natural language .","[('tree-adjoining grammars -LRB- TAG -RRB-', 'Method'), ('TAGs', 'Method'), ('syntax', 'OtherScientificTerm'), ('semantic interpretation', 'Task'), ('automatic translation of natural language', 'Task')]", tree-adjoining gram
"We present a variant of TAGs , called synchronous TAGs , which characterize correspondences between languages .","[('variant of TAGs', 'Method'), ('TAGs', 'Method'), ('synchronous TAGs', 'Method')]"," synchronousTAGs(Method), synchronousTAGs(Method), "
"The formalism 's intended usage is to relate expressions of natural languages to their associated semantics represented in a logical form language , or to their translates in another natural language ; in summary , we intend it to allow TAGs to be used beyond their role in syntax proper .","[('expressions of natural languages', 'OtherScientificTerm'), ('semantics', 'OtherScientificTerm'), ('logical form language', 'OtherScientificTerm'), ('natural language', 'OtherScientificTerm'), ('TAGs', 'Method'), ('syntax proper', 'OtherScientificTerm')]", formalism(
"We discuss the application of synchronous TAGs to concrete examples , mentioning primarily in passing some computational issues that arise in its interpretation .","[('synchronous TAGs', 'Method')]"," synchronous tagging(Task), synchronous tagging(Task), "
A model-based approach to on-line cursive handwriting analysis and recognition is presented and evaluated .,"[('model-based approach', 'Method'), ('on-line cursive handwriting analysis and recognition', 'Task')]"," model-based approach(Generic), approach(Generic), facial Action recognition(Task), "
"In this model , on-line handwriting is considered as a modulation of a simple cycloidal pen motion , described by two coupled oscillations with a constant linear drift along the line of the writing .","[('model', 'Generic'), ('on-line handwriting', 'Task'), ('cycloidal pen motion', 'Task'), ('constant linear drift', 'OtherScientificTerm')]"," model(Generic), hard-core model(Method), it(Generic), two-layer"
"By slow modulations of the amplitudes and phase lags of the two oscillators , a general pen trajectory can be efficiently encoded .","[('pen trajectory', 'OtherScientificTerm')]"," modulations of the two oscillators(OtherScientificTerm), oscillator(Generic), "
These parameters are then quantized into a small number of values without altering the writing intelligibility .,"[('writing intelligibility', 'OtherScientificTerm')]"," parameterized by the Quantifier(OtherScientificTerm), a Quantifier(Generic), a Quantifier(Generic), "
A general procedure for the estimation and quantization of these cycloidal motion parameters for arbitrary handwriting is presented .,"[('cycloidal motion parameters', 'OtherScientificTerm'), ('arbitrary handwriting', 'Material')]"," technique(Generic), quantization of the motion parameters(Task), "
"The result is a discrete motor control representation of the continuous pen motion , via the quantized levels of the model parameters .","[('discrete motor control representation', 'Method'), ('continuous pen motion', 'OtherScientificTerm')]", continuous-painting-painting-painting -RRB-.
This motor control representation enables successful word spotting and matching of cursive scripts .,"[('motor control representation', 'Method'), ('word spotting', 'Task'), ('matching of cursive scripts', 'Task')]","Task(Generic), word alignment(Task), and highlighting(Task), speech and text(Material), "
Our experiments clearly indicate the potential of this dynamic representation for complete cursive handwriting recognition .,"[('dynamic representation', 'Method'), ('cursive handwriting recognition', 'Task')]"," dynamic representation(Method), dynamic representation(Task), "
"In the Object Recognition task , there exists a di-chotomy between the categorization of objects and estimating object pose , where the former necessitates a view-invariant representation , while the latter requires a representation capable of capturing pose information over different categories of objects .","[('Object Recognition task', 'Task'), ('categorization of objects', 'Task'), ('estimating object pose', 'Task'), ('former', 'Generic'), ('view-invariant representation', 'Method'), ('latter', 'Generic'), ('representation', 'Generic'), ('pose information', 'OtherScientificTerm')]", object recognition
"With the rise of deep archi-tectures , the prime focus has been on object category recognition .","[('deep archi-tectures', 'Method'), ('object category recognition', 'Task')]"," object category recognition(Task), "
Deep learning methods have achieved wide success in this task .,"[('Deep learning methods', 'Method'), ('task', 'Generic')]"," deep learning methods(Method), "
"In contrast , object pose estimation using these approaches has received relatively less attention .","[('object pose estimation', 'Task'), ('approaches', 'Generic')]"," pose estimation(Task), approaches(Generic), "
"In this work , we study how Convolutional Neural Networks -LRB- CNN -RRB- architectures can be adapted to the task of simultaneous object recognition and pose estimation .","[('Convolutional Neural Networks -LRB- CNN -RRB- architectures', 'Method'), ('object recognition', 'Task'), ('pose estimation', 'Task')]"," convolutional neural networks(Method), "
We investigate and analyze the layers of various CNN models and extensively compare between them with the goal of discovering how the layers of distributed representations within CNNs represent object pose information and how this contradicts with object category representations .,"[('layers', 'OtherScientificTerm'), ('CNN models', 'Method'), ('them', 'Generic'), ('layers of distributed representations', 'Method'), ('CNNs', 'Method'), ('object pose information', 'OtherScientificTerm'), ('this', 'Generic'), ('object category representations', 'Method')]"," CNN(Method), approaches(Generic), object category representations(OtherScientific"
We extensively experiment on two recent large and challenging multi-view datasets and we achieve better than the state-of-the-art .,"[('multi-view datasets', 'Material')]"," multi-view datasets(Material), "
In this paper we present our recent work on harvesting English-Chinese bitexts of the laws of Hong Kong from the Web and aligning them to the subparagraph level via utilizing the numbering system in the legal text hierarchy .,"[('English-Chinese bitexts', 'Material'), ('them', 'Generic'), ('numbering system', 'Method'), ('legal text hierarchy', 'OtherScientificTerm')]"," It(Generic), rules(OtherScientificTerm), lemm"
"The resultant bilingual corpus , 10.4 M English words and 18.3 M Chinese characters , is an authoritative and comprehensive text collection covering the specific and special domain of HK laws .","[('bilingual corpus', 'Material')]"," HK(Material), "
It is particularly valuable to empirical MT research .,"[('It', 'Generic'), ('empirical MT research', 'Task')]"," MT(Task), it(Generic), "
This piece of work has also laid a foundation for exploring and harvesting English-Chinese bitexts in a larger volume from the Web .,"[('English-Chinese bitexts', 'Material')]",
Light fields are image-based representations that use densely sampled rays as a scene description .,"[('Light fields', 'OtherScientificTerm'), ('image-based representations', 'Method'), ('densely sampled rays', 'OtherScientificTerm'), ('scene description', 'OtherScientificTerm')]"," Light fields(OtherScientificTerm), image-based representation of an image(Task), low-resolution tensor space(OtherScientificTerm), "
"In this paper , we explore geometric structures of 3D lines in ray space for improving light field triangulation and stereo matching .","[('geometric structures of 3D lines', 'Task'), ('ray space', 'OtherScientificTerm'), ('light field triangulation', 'Task'), ('stereo matching', 'Task')]"," geometric structures of 3D lines(Task), 3D reconstruction(Task), "
The triangulation problem aims to fill in the ray space with continuous and non-overlapping simplices anchored at sampled points -LRB- rays -RRB- .,"[('triangulation problem', 'Task'), ('ray space', 'OtherScientificTerm'), ('continuous and non-overlapping simplices', 'OtherScientificTerm')]"," triangulation problem(Task), solution(Generic), "
Such a triangulation provides a piecewise-linear interpolant useful for light field super-resolution .,"[('triangulation', 'OtherScientificTerm'), ('piecewise-linear interpolant', 'OtherScientificTerm'), ('light field super-resolution', 'Task')]"," triangulation(Generic), method(Generic), pixel-wise-linear interpolation(Task), "
"We show that the light field space is largely bi-linear due to 3D line segments in the scene , and direct tri-angulation of these bilinear subspaces leads to large errors .","[('light field space', 'OtherScientificTerm'), ('3D line segments', 'OtherScientificTerm'), ('bilinear subspaces', 'OtherScientificTerm')]"," 3D line segments(OtherScientificTerm), bilinear subspaces"
We instead present a simple but effective algorithm to first map bilinear subspaces to line constraints and then apply Constrained Delaunay Triangulation -LRB- CDT -RRB- .,"[('bilinear subspaces', 'OtherScientificTerm'), ('line constraints', 'OtherScientificTerm'), ('Constrained Delaunay Triangulation -LRB- CDT -RRB-', 'Method')]"," algorithm(Generic), features(OtherScientificTerm), bilinear"
"Based on our analysis , we further develop a novel line-assisted graph-cut -LRB- LAGC -RRB- algorithm that effectively encodes 3D line constraints into light field stereo matching .","[('line-assisted graph-cut -LRB- LAGC -RRB- algorithm', 'Method'), ('3D line constraints', 'OtherScientificTerm'), ('light field stereo matching', 'Task')]", line-assisted graph-cuts -LRB- LAGC -RR
Experiments on synthetic and real data show that both our triangulation and LAGC algorithms outperform state-of-the-art solutions in accuracy and visual quality .,"[('synthetic and real data', 'Material'), ('triangulation and LAGC algorithms', 'Method'), ('state-of-the-art solutions', 'Generic'), ('accuracy', 'Metric'), ('visual quality', 'Metric')]"," synthetic and real data(Material), approaches(Generic), state-of-the-art solutions(Generic),"
"This paper presents a phrase-based statistical machine translation method , based on non-contiguous phrases , i.e. phrases with gaps .","[('phrase-based statistical machine translation method', 'Method'), ('non-contiguous phrases', 'Material')]"," phrase-based statistical machine translation method(Method), statistical machine translation data(Material), "
A method for producing such phrases from a word-aligned corpora is proposed .,"[('method', 'Generic'), ('phrases', 'Generic'), ('word-aligned corpora', 'Material')]"," method(Generic), word-aligned corpora(Material), "
"A statistical translation model is also presented that deals such phrases , as well as a training method based on the maximization of translation accuracy , as measured with the NIST evaluation metric .","[('statistical translation model', 'Method'), ('phrases', 'Generic'), ('training method', 'Method'), ('maximization of translation accuracy', 'Metric'), ('NIST evaluation metric', 'Metric')]"," statistical translation model(Method), NIST evaluation metric(Metric), "
Translations are produced by means of a beam-search decoder .,"[('Translations', 'OtherScientificTerm'), ('beam-search decoder', 'Method')]"," translation(Task), Japanese language(Material), "
"Experimental results are presented , that demonstrate how the proposed method allows to better generalize from the training data .","[('method', 'Generic')]"," method(Generic), data(Material), "
GLOSSER is designed to support reading and learning to read in a foreign language .,"[('GLOSSER', 'Method'), ('reading and learning', 'Task')]"," It(Generic), one of the most common nouns in the world, incorporates many of the properties of an ungrammatical formalism, thus providing an extended framework for tool building."
"There are four language pairs currently supported by GLOSSER : English-Bulgarian , English-Estonian , English-Hungarian and French-Dutch .","[('language pairs', 'Generic'), ('GLOSSER', 'Method'), ('English-Bulgarian', 'Material'), ('English-Estonian', 'Material'), ('English-Hungarian', 'Material'), ('French-Dutch', 'Material')]"," language pairs(OtherScientificTerm), "
"The program is operational on UNIX and Windows '95 platforms , and has undergone a pilot user-study .","[('program', 'Generic'), (""UNIX and Windows '95 platforms"", 'OtherScientificTerm'), ('user-study', 'OtherScientificTerm')]"," program(Generic), system(Generic), it(Generic), "
"A demonstration -LRB- in UNIX -RRB- for Applied Natural Language Processing emphasizes components put to novel technical uses in intelligent computer-assisted morphological analysis -LRB- ICALL -RRB- , including disambiguated morphological analysis and lemmatized indexing for an aligned bilingual corpus of word examples .","[('Applied Natural Language Processing', 'Task'), ('components', 'Generic'), ('intelligent computer-assisted morphological analysis -LRB- ICALL -RRB-', 'Task'), ('disambiguated morphological analysis', 'Method'), ('lemmatized indexing', 'Method'), ('aligned bilingual corpus', 'Material')]", B
"We present a new part-of-speech tagger that demonstrates the following ideas : -LRB- i -RRB- explicit use of both preceding and following tag contexts via a dependency network representation , -LRB- ii -RRB- broad use of lexical features , including jointly conditioning on multiple consecutive words , -LRB- iii -RRB- effective use of priors in conditional loglinear models , and -LRB- iv -RRB- fine-grained modeling of unknown word features .","[('part-of-speech tagger', 'Method'), ('tag contexts', 'OtherScientificTerm'), ('dependency network representation', 'Method'), ('lexical features', 'OtherScientificTerm'), ('multiple consecutive words', 'OtherScientificTerm'), ('priors in conditional loglinear models', 'OtherScientificTerm'), ('fine-grained modeling of unknown word features', 'Method')]", tag
"Using these ideas together , the resulting tagger gives a 97.24 % accuracy on the Penn Treebank WSJ , an error reduction of 4.4 % on the best previous single automatically learned tagging result .","[('tagger', 'Method'), ('accuracy', 'Metric'), ('Penn Treebank WSJ', 'Material'), ('error', 'Metric'), ('tagging', 'Task')]"," Penn Treebank WSJ(Method), margins(OtherScientificTerm),"
"Person re-identification is challenging due to the large variations of pose , illumination , occlusion and camera view .","[('Person re-identification', 'Task'), ('pose', 'OtherScientificTerm'), ('illumination', 'OtherScientificTerm'), ('occlusion', 'OtherScientificTerm'), ('camera view', 'OtherScientificTerm')]"," PERSONISTOFFering(Task), "
"Owing to these variations , the pedestrian data is distributed as highly-curved manifolds in the feature space , despite the current convolutional neural networks -LRB- CNN -RRB- 's capability of feature extraction .","[('pedestrian data', 'Material'), ('highly-curved manifolds', 'Method'), ('feature space', 'OtherScientificTerm'), ('convolutional neural networks -LRB- CNN -RRB-', 'Method'), ('feature extraction', 'OtherScientificTerm')]"," network(Generic), features(OtherScientificTerm"
"However , the distribution is unknown , so it is difficult to use the geodesic distance when comparing two samples .","[('geodesic distance', 'OtherScientificTerm')]"," geodesic distance(OtherScientificTerm), it(Generic), image(Material), "
"In practice , the current deep embedding methods use the Euclidean distance for the training and test .","[('deep embedding methods', 'Method'), ('Euclidean distance', 'OtherScientificTerm')]"," deep embedding methods(Method), "
"On the other hand , the manifold learning methods suggest to use the Euclidean distance in the local range , combining with the graphical relationship between samples , for approximating the geodesic distance .","[('manifold learning methods', 'Method'), ('Euclidean distance', 'OtherScientificTerm'), ('local range', 'OtherScientificTerm'), ('graphical relationship', 'OtherScientificTerm'), ('geodesic distance', 'OtherScientificTerm')]"," feature space learning methods(Method), local features(OtherScientificTerm), it(Generic"
"From this point of view , selecting suitable positive -LRB- i.e. intra-class -RRB- training samples within a local range is critical for training the CNN embedding , especially when the data has large intra-class variations .","[('local range', 'OtherScientificTerm'), ('CNN embedding', 'OtherScientificTerm'), ('data', 'Generic'), ('intra-class variations', 'OtherScientificTerm')]", positive -LRB- i.
"In this paper , we propose a novel moderate positive sample mining method to train robust CNN for person re-identification , dealing with the problem of large variation .","[('moderate positive sample mining method', 'Method'), ('robust CNN', 'Method'), ('person re-identification', 'Task')]"," positive sample mining method(Method), it(Generic), "
"In addition , we improve the learning by a metric weight constraint , so that the learned metric has a better generalization ability .","[('learning', 'Generic'), ('metric weight constraint', 'OtherScientificTerm'), ('learned metric', 'OtherScientificTerm'), ('generalization ability', 'OtherScientificTerm')]"," metric learning(Task), generalization ability(Metric), "
"Experiments show that these two strategies are effective in learning robust deep metrics for person re-identification , and accordingly our deep model significantly outperforms the state-of-the-art methods on several benchmarks of person re-identification .","[('robust deep metrics', 'OtherScientificTerm'), ('person re-identification', 'Task'), ('deep model', 'Method'), ('state-of-the-art methods', 'Generic'), ('person re-identification', 'Task')]"," approaches(Generic), deep models(Method),"
"Therefore , the study presented in this paper may be useful in inspiring new designs of deep models for person re-identification .","[('deep models', 'Method'), ('person re-identification', 'Task')]"," deep models(Method), algorithm(Generic), "
"Utterance Verification -LRB- UV -RRB- is a critical function of an Automatic Speech Recognition -LRB- ASR -RRB- System working on real applications where spontaneous speech , out-of-vocabulary -LRB- OOV -RRB- words and acoustic noises are present .","[('Utterance Verification -LRB- UV -RRB-', 'Method'), ('Automatic Speech Recognition -LRB- ASR -RRB- System', 'Method'), ('spontaneous speech', 'OtherScientificTerm'), ('out-of-vocabulary -LRB- OOV -RRB- words', 'OtherScientificTerm'), ('acoustic noises', 'OtherScientificTerm')]", automatic
In this paper we present a new UV procedure with two major features : a -RRB- Confidence tests are applied to decoded string hypotheses obtained from using word and garbage models that represent OOV words and noises .,"[('UV procedure', 'Method'), ('Confidence tests', 'Method'), ('decoded string hypotheses', 'OtherScientificTerm'), ('OOV words', 'OtherScientificTerm'), ('noises', 'OtherScientificTerm')]"," method(Generic), QCN(Method), word segmentation("
Thus the ASR system is designed to deal with what we refer to as Word Spotting and Noise Spotting capabilities .,"[('ASR system', 'Method'), ('Word Spotting', 'Task'), ('Noise Spotting capabilities', 'Task')]"," ASR system(Method), Word Spotting(Task), "
"b -RRB- The UV procedure is based on three different confidence tests , two based on acoustic measures and one founded on linguistic information , applied in a hierarchical structure .","[('UV procedure', 'Method'), ('confidence tests', 'Method'), ('two', 'Generic'), ('acoustic measures', 'Metric'), ('one', 'Generic'), ('linguistic information', 'OtherScientificTerm'), ('hierarchical structure', 'OtherScientificTerm')]"," UV procedure(Method), methods(Generic), deriving(Method), linguistic information(OtherScientificTerm), "
Experimental results from a real telephone application on a natural number recognition task show an 50 % reduction in recognition errors with a moderate 12 % rejection rate of correct utterances and a low 1.5 % rate of false acceptance .,"[('telephone application', 'Task'), ('natural number recognition task', 'Task'), ('recognition errors', 'Metric'), ('rejection rate', 'Metric'), ('false acceptance', 'Metric')]"," real telephone application(Task), real number recognition(Task),"
A critical step in encoding sound for neuronal processing occurs when the analog pressure wave is coded into discrete nerve-action potentials .,"[('encoding sound', 'Task'), ('neuronal processing', 'Task'), ('analog pressure wave', 'OtherScientificTerm'), ('discrete nerve-action potentials', 'OtherScientificTerm')]"," NLP(Material), signal(OtherScientificTerm), NLP(Method), "
"Recent pool models of the inner hair cell synapse do not reproduce the dead time period after an intense stimulus , so we used visual inspection and automatic speech recognition -LRB- ASR -RRB- to investigate an offset adaptation -LRB- OA -RRB- model proposed by Zhang et al. -LSB- 1 -RSB- .","[('pool models', 'Method'), ('inner hair cell synapse', 'OtherScientificTerm'), ('visual inspection', 'Method'), ('automatic speech recognition -LRB- ASR -RRB-', 'Method'), ('offset adaptation -LRB- OA -RRB- model', 'Method')]", intrinsic
OA improved phase locking in the auditory nerve -LRB- AN -RRB- and raised ASR accuracy for features derived from AN fibers -LRB- ANFs -RRB- .,"[('OA', 'Method'), ('phase locking in the auditory nerve -LRB- AN -RRB-', 'Task'), ('ASR accuracy', 'Metric'), ('features', 'OtherScientificTerm'), ('AN fibers -LRB- ANFs -RRB-', 'OtherScientificTerm')]"," Audio processing(Task), "
"We also found that OA is crucial for auditory processing by onset neurons -LRB- ONs -RRB- in the next neuronal stage , the auditory brainstem .","[('OA', 'Method'), ('auditory processing', 'Task'), ('onset neurons -LRB- ONs -RRB-', 'OtherScientificTerm'), ('auditory brainstem', 'OtherScientificTerm')]"," auditory processing(Task), "
Multi-layer perceptrons -LRB- MLPs -RRB- performed much better than standard Gaussian mixture models -LRB- GMMs -RRB- for both our ANF-based and ON-based auditory features .,"[('Multi-layer perceptrons -LRB- MLPs -RRB-', 'Method'), ('Gaussian mixture models -LRB- GMMs -RRB-', 'Method'), ('ANF-based and ON-based auditory features', 'OtherScientificTerm')]", multi-layer perceptrons -LRB-
Similar results were previously obtained with MSG -LRB- Modulation-filtered Spec-troGram -RRB- auditory features -LSB- 2 -RSB- .,"[('MSG -LRB- Modulation-filtered Spec-troGram -RRB- auditory features', 'OtherScientificTerm')]"," auditory features(OtherScientificTerm), "
Thus we believe researchers working with novel features should consider trying MLPs .,"[('features', 'OtherScientificTerm'), ('MLPs', 'Method')]"," features(OtherScientificTerm), MLP(Method), "
Recent progress in computer vision has been driven by high-capacity models trained on large datasets .,"[('computer vision', 'Task'), ('high-capacity models', 'Method'), ('large datasets', 'Material')]"," computer vision(Task), vision problems(Task), "
"Unfortunately , creating large datasets with pixel-level labels has been extremely costly due to the amount of human effort required .","[('large datasets', 'Material'), ('pixel-level labels', 'OtherScientificTerm')]"," pixel-level labels(OtherScientificTerm), approach(Generic), pixel-level labels(OtherScientificTerm), "
"In this paper , we present an approach to rapidly creating pixel-accurate semantic label maps for images extracted from modern computer games .","[('approach', 'Generic'), ('pixel-accurate semantic label maps', 'OtherScientificTerm'), ('images', 'Material'), ('modern computer games', 'OtherScientificTerm')]"," approach(Generic), pixel-resolution(Task), rich color and gradient(OtherScientificTerm), pixel-resolution(Method), recognition(Task), "
"We propose a novel step toward the unsupervised seg-mentation of whole objects by combining '' hints '' of partial scene segmentation offered by multiple soft , binary mattes .","[('unsupervised seg-mentation of whole objects', 'Task'), ('partial scene segmentation', 'Task'), ('soft , binary mattes', 'OtherScientificTerm')]"," approach(Generic), unsupervised seg-mentation of whole objects(Task), multiple '' hints("
These mattes are implied by a set of hypothesized object boundary fragments in the scene .,"[('mattes', 'Generic'), ('hypothesized object boundary fragments', 'OtherScientificTerm')]"," object boundary fragment(OtherScientificTerm), "
"This reflects contemporary methods for unsupervised object discovery from groups of images , and it allows us to define intuitive evaluation met-rics for our sets of segmentations based on the accurate and parsimonious delineation of scene objects .","[('contemporary methods', 'Generic'), ('unsupervised object discovery', 'Task'), ('delineation of scene objects', 'OtherScientificTerm')]"," unsupervised object discoverment(Task), method("
"Our proposed approach builds on recent advances in spectral clustering , image matting , and boundary detection .","[('approach', 'Generic'), ('spectral clustering', 'Method'), ('image matting', 'Method'), ('boundary detection', 'Method')]"," approach(Generic), image clustering(Task), image patches(OtherScientificTerm), scene analysis(Task), "
It is demonstrated qualitatively and quantitatively on a dataset of scenes and is suitable for current work in unsupervised object discovery without top-down knowledge .,"[('It', 'Generic'), ('dataset of scenes', 'Material'), ('unsupervised object discovery', 'Task')]"," scene classification(Task), unsupervised object learning(Task), object classification(Task), "
Language resource quality is crucial in NLP .,"[('Language resource quality', 'Metric'), ('NLP', 'Task')]"," NLP(Method), sentence retrieval(Task), machine translation(Task), "
"Many of the resources used are derived from data created by human beings out of an NLP context , especially regarding MT and reference translations .","[('NLP', 'Task'), ('MT', 'Task'), ('reference translations', 'Task')]"," human-readable resources(Material), human-readable dictionaries(Material), "
"Indeed , automatic evaluations need high-quality data that allow the comparison of both automatic and human translations .","[('automatic evaluations', 'Task'), ('high-quality data', 'Material')]"," automatic evaluations(Task), human translation(Task), "
The validation of these resources is widely recommended before being used .,"[('resources', 'Generic')]"," validation(Task), "
This paper describes the impact of using different-quality references on evaluation .,"[('different-quality references', 'OtherScientificTerm'), ('evaluation', 'Generic')]"," evaluation(Task), "
"Thus , the limitations of the automatic metrics used within MT are also discussed in this regard .","[('automatic metrics', 'Metric'), ('MT', 'Task')]"," Automatic metrics(Metric), "
"This poster paper describes a full scale two-level morphological description -LRB- Karttunen , 1983 ; Koskenniemi , 1983 -RRB- of Turkish word structures .","[('full scale two-level morphological description', 'Task'), ('Turkish word structures', 'Material')]"," morphological component(Method), "
"The description has been implemented using the PC-KIMMO environment -LRB- Antworth , 1990 -RRB- and is based on a root word lexicon of about 23,000 roots words .","[('description', 'Generic'), ('PC-KIMMO environment', 'Method'), ('root word lexicon', 'Material')]"," root word(OtherScientificTerm), algorithm(Generic), root(Other"
Almost all the special cases of and exceptions to phonological and morphological rules have been implemented .,"[('phonological and morphological rules', 'OtherScientificTerm')]"," case-of-the-art(OtherScientificTerm), "
Turkish is an agglutinative language with word structures formed by productive affixations of derivational and inflectional suffixes to root words .,"[('Turkish', 'Material'), ('agglutinative language', 'Material'), ('word structures', 'OtherScientificTerm'), ('productive affixations of derivational and inflectional suffixes', 'OtherScientificTerm')]"," Turkish(Material), agglutinative languages(OtherScientificTerm), "
Turkish has finite-state but nevertheless rather complex morphotactics .,"[('Turkish', 'Material'), ('finite-state', 'OtherScientificTerm')]"," It(Generic), Turkish(Material), "
"Morphemes added to a root word or a stem can convert the word from a nominal to a verbal structure or vice-versa , or can create adverbial constructs .","[('Morphemes', 'OtherScientificTerm'), ('verbal structure', 'OtherScientificTerm'), ('adverbial constructs', 'OtherScientificTerm')]"," root word(OtherScientificTerm), alternative words(OtherScientificTerm), "
The surface realizations of morphological constructions are constrained and modified by a number of phonetic rules such as vowel harmony .,"[('surface realizations of morphological constructions', 'Task'), ('phonetic rules', 'OtherScientificTerm'), ('vowel harmony', 'OtherScientificTerm')]"," morphological constructions(Task), derived words(Material), morphological constructions(OtherScientificTerm), "
This paper deals with the problem of generating the fundamental frequency -LRB- F0 -RRB- contour of speech from a text input for text-to-speech synthesis .,"[('fundamental frequency -LRB- F0 -RRB- contour of speech', 'OtherScientificTerm'), ('text input', 'Material'), ('text-to-speech synthesis', 'Task')]"," speaker-independent -LRB- F-0 -RRB-(Method), speech-independent -"
"We have previously introduced a statistical model describing the generating process of speech F0 contours , based on the discrete-time version of the Fujisaki model .","[('statistical model', 'Method'), ('speech F0 contours', 'OtherScientificTerm'), ('Fujisaki model', 'Method')]"," Statistical model(Method), speech segmentation(Task), low-level features(OtherScientificTerm), "
