sentence,entity,generated text
"The formalism 's intended usage is to relate expressions of natural languages to their associated semantics represented in a logical form language , or to their translates in another natural language ; in summary , we intend it to allow TAGs to be used beyond their role in syntax proper .","[('expressions of natural languages', 'OtherScientificTerm'), ('semantics', 'OtherScientificTerm'), ('logical form language', 'OtherScientificTerm'), ('natural language', 'OtherScientificTerm'), ('TAGs', 'Method'), ('syntax proper', 'OtherScientificTerm')]"," logical form language(Method), expressions of natural languages(Task), semantics represented in a logical form language(Method), translates in another natural language(Method), TAGs(Generic), syntax proper(Generic)"
"We discuss the application of synchronous TAGs to concrete examples , mentioning primarily in passing some computational issues that arise in its interpretation .","[('synchronous TAGs', 'Method')]"," synchronous TAGs(Method), concrete examples(OtherScientificTerm), computer issues that arise in its interpretation(OtherScientificTerm),"
A model-based approach to on-line cursive handwriting analysis and recognition is presented and evaluated .,"[('model-based approach', 'Method'), ('on-line cursive handwriting analysis and recognition', 'Task')]"," model-based approach(Method), on-line cursive handwriting analysis and recognition(Task), cursive handwriting(Method), recognition(Task),"
"In this model , on-line handwriting is considered as a modulation of a simple cycloidal pen motion , described by two coupled oscillations with a constant linear drift along the line of the writing .","[('model', 'Generic'), ('on-line handwriting', 'Task'), ('cycloidal pen motion', 'Task'), ('constant linear drift', 'OtherScientificTerm')]"," on-line handwriting(Method), cycloidal pen motion(Method), simple cycloidal pen motion(Method), line of writing(Method), drift(OtherScientificTerm)"
"By slow modulations of the amplitudes and phase lags of the two oscillators , a general pen trajectory can be efficiently encoded .","[('pen trajectory', 'OtherScientificTerm')]"," amplitude(Generic), phase lag(Generic), pen trajectory(Generic), 
"
These parameters are then quantized into a small number of values without altering the writing intelligibility .,"[('writing intelligibility', 'OtherScientificTerm')]"," parameters(Generic), quantized into a small number of values(Generic), without altering the writing intelligibility(Generic)"
A general procedure for the estimation and quantization of these cycloidal motion parameters for arbitrary handwriting is presented .,"[('cycloidal motion parameters', 'OtherScientificTerm'), ('arbitrary handwriting', 'Material')]","

procedure(Method), estimation and quantization of these cycloidal motion parameters(Task), arbitrary handwriting(Method),"
"The result is a discrete motor control representation of the continuous pen motion , via the quantized levels of the model parameters .","[('discrete motor control representation', 'Method'), ('continuous pen motion', 'OtherScientificTerm')]"," discrete motor control representation(Method), quantized levels of the model parameters(Method), pen motion(Task), 
"
This motor control representation enables successful word spotting and matching of cursive scripts .,"[('motor control representation', 'Method'), ('word spotting', 'Task'), ('matching of cursive scripts', 'Task')]"," word spotting and matching of cursive scripts(Task), motor control representation(Method), cursive scripts(OtherScientificTerm), "
Our experiments clearly indicate the potential of this dynamic representation for complete cursive handwriting recognition .,"[('dynamic representation', 'Method'), ('cursive handwriting recognition', 'Task')]"," recognition(Task), handwriting recognition(Task), complete cursive handwriting recognition(Generic),"
"In the Object Recognition task , there exists a di-chotomy between the categorization of objects and estimating object pose , where the former necessitates a view-invariant representation , while the latter requires a representation capable of capturing pose information over different categories of objects .","[('Object Recognition task', 'Task'), ('categorization of objects', 'Task'), ('estimating object pose', 'Task'), ('former', 'Generic'), ('view-invariant representation', 'Method'), ('latter', 'Generic'), ('representation', 'Generic'), ('pose information', 'OtherScientificTerm')]"," categorization of objects(Method), estimating object pose(Task), view-invariant representation(Method), representation capable of capturing pose information over different categories of objects(Method),"
"With the rise of deep archi-tectures , the prime focus has been on object category recognition .","[('deep archi-tectures', 'Method'), ('object category recognition', 'Task')]"," object category recognition(Method), deep archi-tectures(Topic), prime focus(Topic),"
Deep learning methods have achieved wide success in this task .,"[('Deep learning methods', 'Method'), ('task', 'Generic')]"," deep learning methods(Method), wide success(Task),"
"In contrast , object pose estimation using these approaches has received relatively less attention .","[('object pose estimation', 'Task'), ('approaches', 'Generic')]"," object pose estimation(Method), object pose estimation using these approaches(Task),"
"In this work , we study how Convolutional Neural Networks -LRB- CNN -RRB- architectures can be adapted to the task of simultaneous object recognition and pose estimation .","[('Convolutional Neural Networks -LRB- CNN -RRB- architectures', 'Method'), ('object recognition', 'Task'), ('pose estimation', 'Task')]"," Convolutional Neural Networks-LRB-CNN-RRB-architectures(Method), simultaneous object recognition and pose estimation(Task), object recognition(Method), pose estimation(Method),"
We investigate and analyze the layers of various CNN models and extensively compare between them with the goal of discovering how the layers of distributed representations within CNNs represent object pose information and how this contradicts with object category representations .,"[('layers', 'OtherScientificTerm'), ('CNN models', 'Method'), ('them', 'Generic'), ('layers of distributed representations', 'Method'), ('CNNs', 'Method'), ('object pose information', 'OtherScientificTerm'), ('this', 'Generic'), ('object category representations', 'Method')]"," layers(Method), CNN models(Method), distributed representations(Method), object pose information(Term), object category representations(Term), 
"
We extensively experiment on two recent large and challenging multi-view datasets and we achieve better than the state-of-the-art .,"[('multi-view datasets', 'Material')]"," large and challenging multi-view datasets(Task), state-of-the-art(OtherScientificTerm)"
In this paper we present our recent work on harvesting English-Chinese bitexts of the laws of Hong Kong from the Web and aligning them to the subparagraph level via utilizing the numbering system in the legal text hierarchy .,"[('English-Chinese bitexts', 'Material'), ('them', 'Generic'), ('numbering system', 'Method'), ('legal text hierarchy', 'OtherScientificTerm')]"," English-Chinese bitexts(Generic), laws of Hong Kong(Generic), numbering system(Generic), subparagraph level(Generic), Web(Generic), aligning(Method),"
"The resultant bilingual corpus , 10.4 M English words and 18.3 M Chinese characters , is an authoritative and comprehensive text collection covering the specific and special domain of HK laws .","[('bilingual corpus', 'Material')]"," bilingual corpus(Generic), authoritative and comprehensive text collection(Generic), HK laws(Generic), English(Material), Chinese(Material)"
It is particularly valuable to empirical MT research .,"[('It', 'Generic'), ('empirical MT research', 'Task')]","

Empirical MT research(OtherScientificTerm)"
This piece of work has also laid a foundation for exploring and harvesting English-Chinese bitexts in a larger volume from the Web .,"[('English-Chinese bitexts', 'Material')]"," English-Chinese bitexts(Generic),Web(Material), larger volume(Generic),"
Light fields are image-based representations that use densely sampled rays as a scene description .,"[('Light fields', 'OtherScientificTerm'), ('image-based representations', 'Method'), ('densely sampled rays', 'OtherScientificTerm'), ('scene description', 'OtherScientificTerm')]"," image-based representations(Method), densely sampled rays(OtherScientificTerm),"
"In this paper , we explore geometric structures of 3D lines in ray space for improving light field triangulation and stereo matching .","[('geometric structures of 3D lines', 'Task'), ('ray space', 'OtherScientificTerm'), ('light field triangulation', 'Task'), ('stereo matching', 'Task')]"," geometric structures of 3D lines in ray space(Method), light field triangulation and stereo matching(Task), ray space(Geometry),"
The triangulation problem aims to fill in the ray space with continuous and non-overlapping simplices anchored at sampled points -LRB- rays -RRB- .,"[('triangulation problem', 'Task'), ('ray space', 'OtherScientificTerm'), ('continuous and non-overlapping simplices', 'OtherScientificTerm')]"," triangulation problem(Task), sampled points-LRB-(Location), sampled points-RRB-(Location), 
"
Such a triangulation provides a piecewise-linear interpolant useful for light field super-resolution .,"[('triangulation', 'OtherScientificTerm'), ('piecewise-linear interpolant', 'OtherScientificTerm'), ('light field super-resolution', 'Task')]"," triangulation(Method), light field super-resolution(Task), piecewise-linear interpolant(Method), 
"
"We show that the light field space is largely bi-linear due to 3D line segments in the scene , and direct tri-angulation of these bilinear subspaces leads to large errors .","[('light field space', 'OtherScientificTerm'), ('3D line segments', 'OtherScientificTerm'), ('bilinear subspaces', 'OtherScientificTerm')]"," bilinear subspaces(Method), 3D line segments(Method), direct tri-angulation(Method), light field space(Method), scene(Material),"
We instead present a simple but effective algorithm to first map bilinear subspaces to line constraints and then apply Constrained Delaunay Triangulation -LRB- CDT -RRB- .,"[('bilinear subspaces', 'OtherScientificTerm'), ('line constraints', 'OtherScientificTerm'), ('Constrained Delaunay Triangulation -LRB- CDT -RRB-', 'Method')]"," bilinear subspaces(Method), line constraints(Method), Constrained Delaunay Triangulation -LRB- CDT -RRB-(Method), 
"
"Based on our analysis , we further develop a novel line-assisted graph-cut -LRB- LAGC -RRB- algorithm that effectively encodes 3D line constraints into light field stereo matching .","[('line-assisted graph-cut -LRB- LAGC -RRB- algorithm', 'Method'), ('3D line constraints', 'OtherScientificTerm'), ('light field stereo matching', 'Task')]"," algorithm(Method), 3D line constraints(Generic), line-assisted graph-cut(Method), light field stereo matching(Method),"
Experiments on synthetic and real data show that both our triangulation and LAGC algorithms outperform state-of-the-art solutions in accuracy and visual quality .,"[('synthetic and real data', 'Material'), ('triangulation and LAGC algorithms', 'Method'), ('state-of-the-art solutions', 'Generic'), ('accuracy', 'Metric'), ('visual quality', 'Metric')]"," triangulation(Method), LAGC(Method), accuracy(Measure), visual quality(Measure)"
"This paper presents a phrase-based statistical machine translation method , based on non-contiguous phrases , i.e. phrases with gaps .","[('phrase-based statistical machine translation method', 'Method'), ('non-contiguous phrases', 'Material')]"," phrase-based statistical machine translation method(Method), non-contiguous phrases(Method), gap(OtherScientificTerm)"
A method for producing such phrases from a word-aligned corpora is proposed .,"[('method', 'Generic'), ('phrases', 'Generic'), ('word-aligned corpora', 'Material')]"," Method(Method), corpus(Material), phrase(Generic), word-aligned corpora(Material),"
"A statistical translation model is also presented that deals such phrases , as well as a training method based on the maximization of translation accuracy , as measured with the NIST evaluation metric .","[('statistical translation model', 'Method'), ('phrases', 'Generic'), ('training method', 'Method'), ('maximization of translation accuracy', 'Metric'), ('NIST evaluation metric', 'Metric')]"," translation model(Method), maximization of translation accuracy(Method), NIST evaluation metric(Method), phrases(Material),"
Translations are produced by means of a beam-search decoder .,"[('Translations', 'OtherScientificTerm'), ('beam-search decoder', 'Method')]"," Translation(Method), beam-search decoder(Method), 
"
"Experimental results are presented , that demonstrate how the proposed method allows to better generalize from the training data .","[('method', 'Generic')]"," training data(Data), better generalization(OtherScientificTerm), proposed method(Method), experimental results(Data)"
GLOSSER is designed to support reading and learning to read in a foreign language .,"[('GLOSSER', 'Method'), ('reading and learning', 'Task')]"," GLOSSER(Generic), foreign language(Generic), reading and learning to read in a foreign language(Task), 
"
"There are four language pairs currently supported by GLOSSER : English-Bulgarian , English-Estonian , English-Hungarian and French-Dutch .","[('language pairs', 'Generic'), ('GLOSSER', 'Method'), ('English-Bulgarian', 'Material'), ('English-Estonian', 'Material'), ('English-Hungarian', 'Material'), ('French-Dutch', 'Material')]"," English-Bulgarian(LanguagePair), English-Estonian(LanguagePair), English-Hungarian(LanguagePair), French-Dutch(LanguagePair)"
"The program is operational on UNIX and Windows '95 platforms , and has undergone a pilot user-study .","[('program', 'Generic'), (""UNIX and Windows '95 platforms"", 'OtherScientificTerm'), ('user-study', 'OtherScientificTerm')]","

program(Method), UNIX(OS), Windows(OS), pilot user-study(OtherScientificTerm)"
"A demonstration -LRB- in UNIX -RRB- for Applied Natural Language Processing emphasizes components put to novel technical uses in intelligent computer-assisted morphological analysis -LRB- ICALL -RRB- , including disambiguated morphological analysis and lemmatized indexing for an aligned bilingual corpus of word examples .","[('Applied Natural Language Processing', 'Task'), ('components', 'Generic'), ('intelligent computer-assisted morphological analysis -LRB- ICALL -RRB-', 'Task'), ('disambiguated morphological analysis', 'Method'), ('lemmatized indexing', 'Method'), ('aligned bilingual corpus', 'Material')]","

demonstration(Method), computer-assisted morphological analysis(Task), disambiguated morphological analysis(Method), lemmatized indexing for an aligned bilingual corpus of word examples(Method), 
"
"We present a new part-of-speech tagger that demonstrates the following ideas : -LRB- i -RRB- explicit use of both preceding and following tag contexts via a dependency network representation , -LRB- ii -RRB- broad use of lexical features , including jointly conditioning on multiple consecutive words , -LRB- iii -RRB- effective use of priors in conditional loglinear models , and -LRB- iv -RRB- fine-grained modeling of unknown word features .","[('part-of-speech tagger', 'Method'), ('tag contexts', 'OtherScientificTerm'), ('dependency network representation', 'Method'), ('lexical features', 'OtherScientificTerm'), ('multiple consecutive words', 'OtherScientificTerm'), ('priors in conditional loglinear models', 'OtherScientificTerm'), ('fine-grained modeling of unknown word features', 'Method')]"," part-of-speech tagger(Method), dependency network representation(Method), lexical features(Method), unknown word features(Method), broad use of lexical features(Method), effective use of priors(Method), fine-grained modeling of unknown word features(Method)"
"Using these ideas together , the resulting tagger gives a 97.24 % accuracy on the Penn Treebank WSJ , an error reduction of 4.4 % on the best previous single automatically learned tagging result .","[('tagger', 'Method'), ('accuracy', 'Metric'), ('Penn Treebank WSJ', 'Material'), ('error', 'Metric'), ('tagging', 'Task')]","

tagger(Method), accuracy(Percentage), Penn Treebank WSJ(Dataset), error reduction(Percentage), best previous single automatically learned tagging result(Dataset)"
"Person re-identification is challenging due to the large variations of pose , illumination , occlusion and camera view .","[('Person re-identification', 'Task'), ('pose', 'OtherScientificTerm'), ('illumination', 'OtherScientificTerm'), ('occlusion', 'OtherScientificTerm'), ('camera view', 'OtherScientificTerm')]"," pose(Generic), illumination(Generic), occlusion(Generic), camera view(Generic), person re-identification(Task), large variations of(Generic),"
"Owing to these variations , the pedestrian data is distributed as highly-curved manifolds in the feature space , despite the current convolutional neural networks -LRB- CNN -RRB- 's capability of feature extraction .","[('pedestrian data', 'Material'), ('highly-curved manifolds', 'Method'), ('feature space', 'OtherScientificTerm'), ('convolutional neural networks -LRB- CNN -RRB-', 'Method'), ('feature extraction', 'OtherScientificTerm')]"," pedestrian data(DataSet), highly-curved manifolds(DataSet), convolutional neural networks-LRB-CNN-RRB- 's(Method), feature extraction(Method),"
"However , the distribution is unknown , so it is difficult to use the geodesic distance when comparing two samples .","[('geodesic distance', 'OtherScientificTerm')]"," Distribution(Generic), geodesic distance(Method), samples(Material), unknown(Generic)"
"In practice , the current deep embedding methods use the Euclidean distance for the training and test .","[('deep embedding methods', 'Method'), ('Euclidean distance', 'OtherScientificTerm')]"," Euclidean distance(Measure), training and test(OtherScientificTerm),"
"On the other hand , the manifold learning methods suggest to use the Euclidean distance in the local range , combining with the graphical relationship between samples , for approximating the geodesic distance .","[('manifold learning methods', 'Method'), ('Euclidean distance', 'OtherScientificTerm'), ('local range', 'OtherScientificTerm'), ('graphical relationship', 'OtherScientificTerm'), ('geodesic distance', 'OtherScientificTerm')]"," manifold learning methods(Method), Euclidean distance(Measure), local range(Location), graphical relationship between samples(Objective), approximating the geodesic distance(Goal)"
"From this point of view , selecting suitable positive -LRB- i.e. intra-class -RRB- training samples within a local range is critical for training the CNN embedding , especially when the data has large intra-class variations .","[('local range', 'OtherScientificTerm'), ('CNN embedding', 'OtherScientificTerm'), ('data', 'Generic'), ('intra-class variations', 'OtherScientificTerm')]"," intra-class variation(OtherScientificTerm), local range(Location), suitable positive-LRB-training samples(Generic), CNN embedding(Method), data has large intra-class variations(OtherScientificTerm)"
"In this paper , we propose a novel moderate positive sample mining method to train robust CNN for person re-identification , dealing with the problem of large variation .","[('moderate positive sample mining method', 'Method'), ('robust CNN', 'Method'), ('person re-identification', 'Task')]"," re-identification(Task), CNN(Method), large variation(OtherScientificTerm), person(Person), robust( adjective ),"
"In addition , we improve the learning by a metric weight constraint , so that the learned metric has a better generalization ability .","[('learning', 'Generic'), ('metric weight constraint', 'OtherScientificTerm'), ('learned metric', 'OtherScientificTerm'), ('generalization ability', 'OtherScientificTerm')]"," metric weight constraint(Method), improved learning(Method), better generalization ability(OtherScientificTerm)"
"Experiments show that these two strategies are effective in learning robust deep metrics for person re-identification , and accordingly our deep model significantly outperforms the state-of-the-art methods on several benchmarks of person re-identification .","[('robust deep metrics', 'OtherScientificTerm'), ('person re-identification', 'Task'), ('deep model', 'Method'), ('state-of-the-art methods', 'Generic'), ('person re-identification', 'Task')]"," deep metrics(Method), person re-identification(Task), benchmarks(Material), state-of-the-art methods(Material), 
"
"Therefore , the study presented in this paper may be useful in inspiring new designs of deep models for person re-identification .","[('deep models', 'Method'), ('person re-identification', 'Task')]"," person re-identification(Method), study(Method), new designs of deep models(Method), deep models(Task),"
"Utterance Verification -LRB- UV -RRB- is a critical function of an Automatic Speech Recognition -LRB- ASR -RRB- System working on real applications where spontaneous speech , out-of-vocabulary -LRB- OOV -RRB- words and acoustic noises are present .","[('Utterance Verification -LRB- UV -RRB-', 'Method'), ('Automatic Speech Recognition -LRB- ASR -RRB- System', 'Method'), ('spontaneous speech', 'OtherScientificTerm'), ('out-of-vocabulary -LRB- OOV -RRB- words', 'OtherScientificTerm'), ('acoustic noises', 'OtherScientificTerm')]"," Utterance Verification -LRB- UV -RRB-(Method), Automatic Speech Recognition -LRB- ASR -RRB- System(Task), real applications(OtherScientificTerm), spontaneous speech(OtherScientificTerm), out-of-vocabulary -LRB- OOV -RRB- words(OtherScientificTerm), acoustic noises(OtherScientificTerm)"
In this paper we present a new UV procedure with two major features : a -RRB- Confidence tests are applied to decoded string hypotheses obtained from using word and garbage models that represent OOV words and noises .,"[('UV procedure', 'Method'), ('Confidence tests', 'Method'), ('decoded string hypotheses', 'OtherScientificTerm'), ('OOV words', 'OtherScientificTerm'), ('noises', 'OtherScientificTerm')]"," word(Method), garbage models(Method), decoded string hypotheses(Task), UV procedure(Method), OOV words(OtherScientificTerm), noises(OtherScientificTerm), 
"
Thus the ASR system is designed to deal with what we refer to as Word Spotting and Noise Spotting capabilities .,"[('ASR system', 'Method'), ('Word Spotting', 'Task'), ('Noise Spotting capabilities', 'Task')]"," ASR system(Generic), Word Spotting(Task), Noise Spotting(Task)"
"b -RRB- The UV procedure is based on three different confidence tests , two based on acoustic measures and one founded on linguistic information , applied in a hierarchical structure .","[('UV procedure', 'Method'), ('confidence tests', 'Method'), ('two', 'Generic'), ('acoustic measures', 'Metric'), ('one', 'Generic'), ('linguistic information', 'OtherScientificTerm'), ('hierarchical structure', 'OtherScientificTerm')]"," acoustic measures(Method), linguistic information(Method), hierarchical structure(Method), confidence tests(Method), UV procedure(Method),"
Experimental results from a real telephone application on a natural number recognition task show an 50 % reduction in recognition errors with a moderate 12 % rejection rate of correct utterances and a low 1.5 % rate of false acceptance .,"[('telephone application', 'Task'), ('natural number recognition task', 'Task'), ('recognition errors', 'Metric'), ('rejection rate', 'Metric'), ('false acceptance', 'Metric')]"," recognition errors(Generic), rejection rate(Generic), false acceptance(Generic), moderate(Attribute), 12 %(Attribute), low(Attribute)"
A critical step in encoding sound for neuronal processing occurs when the analog pressure wave is coded into discrete nerve-action potentials .,"[('encoding sound', 'Task'), ('neuronal processing', 'Task'), ('analog pressure wave', 'OtherScientificTerm'), ('discrete nerve-action potentials', 'OtherScientificTerm')]"," analog pressure wave(OtherScientificTerm), nerve-action potentials(Method), discrete(OtherScientificTerm),"
"Recent pool models of the inner hair cell synapse do not reproduce the dead time period after an intense stimulus , so we used visual inspection and automatic speech recognition -LRB- ASR -RRB- to investigate an offset adaptation -LRB- OA -RRB- model proposed by Zhang et al. -LSB- 1 -RSB- .","[('pool models', 'Method'), ('inner hair cell synapse', 'OtherScientificTerm'), ('visual inspection', 'Method'), ('automatic speech recognition -LRB- ASR -RRB-', 'Method'), ('offset adaptation -LRB- OA -RRB- model', 'Method')]","
- visual inspection(Method), automatic speech recognition -LRB- ASR -RRB-(Method), offset adaptation -LRB- OA -RRB-(Method), Zhang et al. -LSB- 1 -RSB-(OtherScientificTerm), 

Description:

This task will ask you to identify the scientific terms used in the description."
OA improved phase locking in the auditory nerve -LRB- AN -RRB- and raised ASR accuracy for features derived from AN fibers -LRB- ANFs -RRB- .,"[('OA', 'Method'), ('phase locking in the auditory nerve -LRB- AN -RRB-', 'Task'), ('ASR accuracy', 'Metric'), ('features', 'OtherScientificTerm'), ('AN fibers -LRB- ANFs -RRB-', 'OtherScientificTerm')]"," OA(Method), auditory nerve(Organ), AN-LRB-ANFs(Organ), ASR(Method), features(Method), AN(Organ), LRB-ANFs(Organ), RRB-ASR(Method)"
"We also found that OA is crucial for auditory processing by onset neurons -LRB- ONs -RRB- in the next neuronal stage , the auditory brainstem .","[('OA', 'Method'), ('auditory processing', 'Task'), ('onset neurons -LRB- ONs -RRB-', 'OtherScientificTerm'), ('auditory brainstem', 'OtherScientificTerm')]"," onset neurons-LRB-ONs-RRB-(Method), auditory brainstem(Method),"
Multi-layer perceptrons -LRB- MLPs -RRB- performed much better than standard Gaussian mixture models -LRB- GMMs -RRB- for both our ANF-based and ON-based auditory features .,"[('Multi-layer perceptrons -LRB- MLPs -RRB-', 'Method'), ('Gaussian mixture models -LRB- GMMs -RRB-', 'Method'), ('ANF-based and ON-based auditory features', 'OtherScientificTerm')]"," Multi-layer perceptrons(Method), Gaussian mixture models(Method), ANF-based auditory features(Task), ON-based auditory features(Task), 
"
Similar results were previously obtained with MSG -LRB- Modulation-filtered Spec-troGram -RRB- auditory features -LSB- 2 -RSB- .,"[('MSG -LRB- Modulation-filtered Spec-troGram -RRB- auditory features', 'OtherScientificTerm')]","

-MSG-LRB- Modulation-filtered Spec-troGram-RRB- auditory features-LSB-2-RSB-"
Thus we believe researchers working with novel features should consider trying MLPs .,"[('features', 'OtherScientificTerm'), ('MLPs', 'Method')]"," MLP(Method), researchers(OtherScientificTerm), novel features(OtherScientificTerm), "
Recent progress in computer vision has been driven by high-capacity models trained on large datasets .,"[('computer vision', 'Task'), ('high-capacity models', 'Method'), ('large datasets', 'Material')]"," high-capacity models(Method), large datasets(Material), computer vision(Method),"
"Unfortunately , creating large datasets with pixel-level labels has been extremely costly due to the amount of human effort required .","[('large datasets', 'Material'), ('pixel-level labels', 'OtherScientificTerm')]"," large datasets(Generic), pixel-level labels(Generic), human effort(Generic),"
"In this paper , we present an approach to rapidly creating pixel-accurate semantic label maps for images extracted from modern computer games .","[('approach', 'Generic'), ('pixel-accurate semantic label maps', 'OtherScientificTerm'), ('images', 'Material'), ('modern computer games', 'OtherScientificTerm')]"," pixel-accurate semantic label maps(Method), computer games(Material), extracted from(OtherScientificTerm), modern(OtherScientificTerm)"
"We propose a novel step toward the unsupervised seg-mentation of whole objects by combining '' hints '' of partial scene segmentation offered by multiple soft , binary mattes .","[('unsupervised seg-mentation of whole objects', 'Task'), ('partial scene segmentation', 'Task'), ('soft , binary mattes', 'OtherScientificTerm')]"," hints(Method), multiple soft , binary mattes(Method), whole objects(Task), seg-mentation(Method),"
These mattes are implied by a set of hypothesized object boundary fragments in the scene .,"[('mattes', 'Generic'), ('hypothesized object boundary fragments', 'OtherScientificTerm')]"," scene(Scene), set of hypothesized object boundary fragments(Method), mattes(Material),"
"This reflects contemporary methods for unsupervised object discovery from groups of images , and it allows us to define intuitive evaluation met-rics for our sets of segmentations based on the accurate and parsimonious delineation of scene objects .","[('contemporary methods', 'Generic'), ('unsupervised object discovery', 'Task'), ('delineation of scene objects', 'OtherScientificTerm')]","

dimensionality reduction and density estimation algorithm(Method), unsupervised learning of object intrinsic representation(Task), object intrinsic representation(Method), non-rigid part of object state(OtherScientificTerm), scene objects(Material),"
"Our proposed approach builds on recent advances in spectral clustering , image matting , and boundary detection .","[('approach', 'Generic'), ('spectral clustering', 'Method'), ('image matting', 'Method'), ('boundary detection', 'Method')]"," spectral clustering(Method), image matting(Method), boundary detection(Method)"
It is demonstrated qualitatively and quantitatively on a dataset of scenes and is suitable for current work in unsupervised object discovery without top-down knowledge .,"[('It', 'Generic'), ('dataset of scenes', 'Material'), ('unsupervised object discovery', 'Task')]"," dataset(Dataset), scene(Dataset), unsupervised object discovery(Task), top-down knowledge(OtherScientificTerm)"
Language resource quality is crucial in NLP .,"[('Language resource quality', 'Metric'), ('NLP', 'Task')]"," language resource quality(Generic), NLP(Task), 
"
"Many of the resources used are derived from data created by human beings out of an NLP context , especially regarding MT and reference translations .","[('NLP', 'Task'), ('MT', 'Task'), ('reference translations', 'Task')]"," data created by human beings(Generic), MT(Method), reference translations(Method), NLP context(Generic),"
"Indeed , automatic evaluations need high-quality data that allow the comparison of both automatic and human translations .","[('automatic evaluations', 'Task'), ('high-quality data', 'Material')]"," quality data(Generic), comparisons(Generic), automatic evaluations(Generic), human translations(Generic),"
The validation of these resources is widely recommended before being used .,"[('resources', 'Generic')]","
Recommendation(Generic), resources(Generic), widely recommended(Generic),"
This paper describes the impact of using different-quality references on evaluation .,"[('different-quality references', 'OtherScientificTerm'), ('evaluation', 'Generic')]"," impact of using different-quality references(Task), evaluation(Task), different-quality references(Generic),"
"Thus , the limitations of the automatic metrics used within MT are also discussed in this regard .","[('automatic metrics', 'Metric'), ('MT', 'Task')]"," limitations of the automatic metrics used within MT(Task), discussed in this regard(OtherScientificTerm)"
"This poster paper describes a full scale two-level morphological description -LRB- Karttunen , 1983 ; Koskenniemi , 1983 -RRB- of Turkish word structures .","[('full scale two-level morphological description', 'Task'), ('Turkish word structures', 'Material')]"," Turkish(Generic), word structures(Generic), two-level morphological description(Generic), Karttunen, 1983; Koskenniemi, 1983"
"The description has been implemented using the PC-KIMMO environment -LRB- Antworth , 1990 -RRB- and is based on a root word lexicon of about 23,000 roots words .","[('description', 'Generic'), ('PC-KIMMO environment', 'Method'), ('root word lexicon', 'Material')]"," PC-KIMMO environment -LRB- Antworth, 1990 -RRB-"
Almost all the special cases of and exceptions to phonological and morphological rules have been implemented .,"[('phonological and morphological rules', 'OtherScientificTerm')]"," phonological and morphological rules(Method), special cases of and exceptions to phonological and morphological rules(Method), 
"
Turkish is an agglutinative language with word structures formed by productive affixations of derivational and inflectional suffixes to root words .,"[('Turkish', 'Material'), ('agglutinative language', 'Material'), ('word structures', 'OtherScientificTerm'), ('productive affixations of derivational and inflectional suffixes', 'OtherScientificTerm')]"," Turkish(Generic), word structures formed by productive affixations of derivational and inflectional suffixes to root words(Method), agglutinative language(Generic), 
"
Turkish has finite-state but nevertheless rather complex morphotactics .,"[('Turkish', 'Material'), ('finite-state', 'OtherScientificTerm')]"," finite-state but nevertheless rather complex morphotactics(Method), morphotactics(Method), Turkish(Material),"
"Morphemes added to a root word or a stem can convert the word from a nominal to a verbal structure or vice-versa , or can create adverbial constructs .","[('Morphemes', 'OtherScientificTerm'), ('verbal structure', 'OtherScientificTerm'), ('adverbial constructs', 'OtherScientificTerm')]"," morphemes(Generic), nominal(OtherScientificTerm), verbal structure(OtherScientificTerm), adverbial constructs(OtherScientificTerm)"
The surface realizations of morphological constructions are constrained and modified by a number of phonetic rules such as vowel harmony .,"[('surface realizations of morphological constructions', 'Task'), ('phonetic rules', 'OtherScientificTerm'), ('vowel harmony', 'OtherScientificTerm')]"," phonetic rules(Method), vowel harmony(Method), morphological constructions(Method), surface realizations(Method), 
"
This paper deals with the problem of generating the fundamental frequency -LRB- F0 -RRB- contour of speech from a text input for text-to-speech synthesis .,"[('fundamental frequency -LRB- F0 -RRB- contour of speech', 'OtherScientificTerm'), ('text input', 'Material'), ('text-to-speech synthesis', 'Task')]"," text input(OtherScientificTerm), text-to-speech synthesis(Task), fundamental frequency-LRB- F0 -RRB- contour of speech(Method),"
"We have previously introduced a statistical model describing the generating process of speech F0 contours , based on the discrete-time version of the Fujisaki model .","[('statistical model', 'Method'), ('speech F0 contours', 'OtherScientificTerm'), ('Fujisaki model', 'Method')]"," discrete-time version of the Fujisaki model(Method), F0 contours(Method), speech(Material),"
One remarkable feature of this model is that it has allowed us to derive an efficient algorithm based on powerful statistical methods for estimating the Fujisaki-model parameters from raw F0 contours .,"[('remarkable feature', 'OtherScientificTerm'), ('model', 'Generic'), ('it', 'Generic'), ('algorithm', 'Generic'), ('statistical methods', 'Method'), ('Fujisaki-model parameters', 'OtherScientificTerm'), ('raw F0 contours', 'OtherScientificTerm')]"," 

Algorithm(Method), 
Fujisaki-model parameters(Method), 
raw F0 contours(OtherScientificTerm),"
"To associate a sequence of the Fujisaki-model parameters with a text input based on statistical learning , this paper proposes extending this model to a context-dependent one .","[('Fujisaki-model parameters', 'OtherScientificTerm'), ('text input', 'Material'), ('statistical learning', 'Method'), ('model', 'Generic')]"," sequence of Fujisaki-model parameters(Method), context-dependent one(Method), statistical learning(Task), text input(OtherScientificTerm),"
